Customer ID,Age,Gender,Location,Purchase Amount,Product Category,Payment Method,Frequency of Purchase,Subscription Status,Review Rating,Previous Purchases,Purchase_Amount_Outlier_Flag
CUST10528,24.0,Female,Miami,69.29,Beauty,Cash,Annually,Yes,2.0,10.0,False
CUST10304,38.0,Female,San Antonio,76.48,Books,Cash,Monthly,Yes,1.4,12.0,False
CUST10019,32.0,Male,Dallas,129.06,Accessories,Cash,Annually,No,3.2,12.0,False
CUST10426,31.0,Male,Houston,114.86,Toys,Cash,Monthly,No,2.6,4.0,False
CUST10393,27.0,Female,Phoenix,83.79,Footwear,Cash,Weekly,Yes,2.8,8.0,False
CUST10382,55.0,Female,Austin,64.85,Accessories,PayPal,Weekly,No,1.3,12.0,False
CUST10007,53.0,Female,Philadelphia,38.33,Beauty,Debit Card,Weekly,No,4.5,9.0,False
CUST10160,38.0,Male,Austin,85.47,Toys,Bank Transfer,Quarterly,Yes,4.1,11.0,False
CUST10351,54.0,Female,Houston,55.01,Books,Credit Card,Annually,No,2.8,10.0,False
CUST10046,49.0,Male,Seattle,48.15,Home & Kitchen,Cash,Monthly,No,1.7,7.0,False
CUST10423,53.0,Male,Atlanta,151.38,Beauty,Debit Card,Quarterly,No,2.1,12.0,False
CUST10310,38.0,Male,Boston,242.07,Books,Credit Card,Quarterly,Yes,1.8,6.0,True
CUST10550,19.0,Male,Miami,53.6,Sports,PayPal,Weekly,No,2.9,10.0,False
CUST10466,22.0,Female,Denver,131.33,Groceries,Cash,Bi-Weekly,Yes,4.7,8.0,False
CUST10450,46.0,Male,Seattle,41.5,Clothing,Debit Card,Monthly,Yes,4.4,7.0,False
CUST10363,45.0,Female,San Diego,76.07499999999999,Accessories,Debit Card,Bi-Weekly,Yes,4.7,9.0,False
CUST10293,38.0,Male,Austin,66.82,Footwear,Cash,Monthly,Yes,2.2,7.0,False
CUST10217,63.0,Male,Seattle,375.38,Accessories,PayPal,Annually,No,4.7,14.0,True
CUST10376,53.0,Male,Los Angeles,65.4,Footwear,Credit Card,Quarterly,No,2.7,6.0,False
CUST10123,32.0,Male,Boston,153.19,Beauty,Debit Card,Annually,Yes,4.5,7.0,False
CUST10199,47.0,Female,Miami,119.18,Footwear,Bank Transfer,Monthly,Yes,4.9,4.0,False
CUST10422,55.0,Female,Chicago,59.01,Books,Cash,Annually,No,1.5,8.0,False
CUST10002,29.0,Male,Houston,110.98,Sports,Cash,Quarterly,No,3.4,3.0,False
CUST10394,38.0,Male,Seattle,108.39,Groceries,Credit Card,Annually,Yes,2.0,12.0,False
CUST10559,41.0,Male,Los Angeles,29.25,Toys,PayPal,Annually,No,3.0,3.0,False
CUST10028,31.0,Female,Miami,87.04,Toys,Credit Card,Quarterly,Yes,4.4,5.0,False
CUST10533,45.0,Male,Seattle,15.7,Accessories,Bank Transfer,Weekly,No,3.7,9.0,False
CUST10020,49.0,Female,Seattle,48.78,Beauty,Cash,Quarterly,No,4.5,12.0,False
CUST10031,42.0,Male,Dallas,69.32,Electronics,Debit Card,Annually,Yes,3.3,10.0,False
CUST10575,22.0,Female,Houston,76.07499999999999,Accessories,Bank Transfer,Annually,Yes,2.4,6.0,False
CUST10491,27.0,Male,San Antonio,57.0,Toys,PayPal,Weekly,No,3.3,9.0,False
CUST10347,28.0,Male,Los Angeles,135.49,Home & Kitchen,Cash,Weekly,Yes,3.0,7.0,False
CUST10476,31.0,Female,Dallas,70.67,Home & Kitchen,Cash,Monthly,No,2.1,6.0,False
CUST10081,40.0,Male,Houston,104.14,Toys,Debit Card,Annually,No,3.1,6.0,False
CUST10494,55.0,Female,Dallas,67.45,Books,Debit Card,Annually,No,3.2,8.0,False
CUST10381,32.0,Male,Los Angeles,61.15,Clothing,Credit Card,Bi-Weekly,Yes,4.1,3.0,False
CUST10009,49.0,Male,Boston,94.06,Beauty,Credit Card,Weekly,Yes,1.7,10.0,False
CUST10322,43.0,Male,Chicago,83.58,Beauty,PayPal,Quarterly,Yes,3.0,5.0,False
CUST10410,32.0,Female,Los Angeles,48.29,Clothing,Debit Card,Monthly,No,4.8,10.0,False
CUST10170,38.0,Male,Los Angeles,83.65,Beauty,Credit Card,Bi-Weekly,Yes,3.0,7.0,False
CUST10563,16.0,Male,Philadelphia,137.43,Accessories,PayPal,Annually,No,3.7,4.0,False
CUST10440,36.0,Male,Seattle,187.59,Groceries,PayPal,Bi-Weekly,No,4.6,9.0,False
CUST10102,31.0,Male,San Diego,95.12,Toys,Credit Card,Annually,No,2.8,6.0,False
CUST10270,38.0,Male,Phoenix,83.35,Books,Credit Card,Annually,No,4.6,4.0,False
CUST10530,32.0,Male,Austin,68.42,Electronics,Debit Card,Monthly,No,3.1,7.0,False
CUST10315,16.0,Male,Philadelphia,51.84,Toys,Cash,Annually,No,4.8,8.0,False
CUST10354,27.0,Female,Chicago,33.39,Toys,Bank Transfer,Monthly,No,1.7,6.0,False
CUST10349,33.0,Male,Philadelphia,25.43,Home & Kitchen,Debit Card,Annually,No,1.0,8.0,False
CUST10143,37.0,Male,Austin,165.53,Accessories,Bank Transfer,Monthly,No,1.2,9.0,False
CUST10061,38.0,Female,Phoenix,18.54,Beauty,Credit Card,Bi-Weekly,Yes,4.7,7.0,False
CUST10269,42.0,Male,Philadelphia,37.09,Accessories,Bank Transfer,Monthly,Yes,3.0,11.0,False
CUST10458,40.0,Male,Miami,56.07,Electronics,Bank Transfer,Annually,Yes,4.7,6.0,False
CUST10115,44.0,Male,San Antonio,26.73,Electronics,Credit Card,Bi-Weekly,No,4.4,9.0,False
CUST10085,33.0,Male,Chicago,40.49,Books,Credit Card,Bi-Weekly,Yes,1.6,7.0,False
CUST10048,29.0,Male,Phoenix,32.65,Clothing,Credit Card,Quarterly,Yes,4.6,9.0,False
CUST10360,33.0,Male,Denver,159.14,Footwear,Credit Card,Quarterly,No,1.5,8.0,False
CUST10136,56.0,Male,Houston,211.43,Electronics,Bank Transfer,Annually,Yes,4.2,8.0,False
CUST10133,41.0,Female,New York,54.73,Beauty,Debit Card,Quarterly,No,1.3,5.0,False
CUST10361,42.0,Female,Philadelphia,174.16,Footwear,PayPal,Weekly,Yes,1.4,6.0,False
CUST10340,38.0,Female,Boston,155.54,Sports,Cash,Quarterly,No,1.8,8.0,False
CUST10451,27.0,Female,Austin,76.07499999999999,Books,Debit Card,Weekly,Yes,4.8,10.0,False
