Customer ID,Age,Gender,Location,Purchase Amount,Product Category,Payment Method,Frequency of Purchase,Subscription Status,Review Rating,Previous Purchases
CUST10440,36.0,m,Seattle,187.59,Groceries,PAYPAL,Bi-Weekly,n,4.6,9
CUST10165,41.0,Male,Chicago,113.95,Groceries,CASH,Annually,n,4.5,13
CUST10102,31.0,m,San Diego,95.12,Toys,credit card,Annually,N,2.8,6
CUST10270,,MALE,Phoenix,83.35,Books,CC,Annually,no,4.6,4
CUST10530,32.0,male,Austin,68.42,Electronics,Debit  Card,Monthly,N,3.1,7
CUST10315,16.0,MALE,Philadelphia,51.84,Toys,CASH,Annually,no,4.8,8
CUST10354,27.0,female,Chicago,33.39,Toys,bank transfer,Monthly,no,1.7,6
CUST10349,33.0,MALE,Philadelphia,25.43,Home & Kitchen,Debit  Card,Annually,no,1.0,8
CUST10143,37.0,male,Austin,165.53,Accessories,Bank transfer,Monthly,n,1.2,9
CUST10061,,F,Phoenix,18.54,Beauty,,Bi-Weekly,Y,4.7,7
CUST10269,42.0,m,Philadelphia,37.09,Accessories,Bank transfer,Monthly,yes,,11
CUST10458,40.0,MALE,Miami,56.07,Electronics,Bank transfer,Annually,Yes,4.7,6
CUST10115,44.0,Male,San Antonio,26.73,Electronics,Credit card,Bi-Weekly,No,4.4,9
CUST10085,33.0,male,Chicago,40.49,Books,CC,Bi-Weekly,Yes,1.6,7
CUST10048,29.0,m,Phoenix,32.65,Clothing,CC,Quarterly,YES,4.6,9
CUST10360,33.0,Male,Denver,159.14,Footwear,credit card,Quarterly,n,1.5,8
CUST10136,56.0,m,Houston,211.43,Electronics,Bank Transfer,Annually,yes,4.2,8
CUST10133,41.0,female,New York,54.73,Beauty,Debit  Card,Quarterly,NO,1.3,5
CUST10361,42.0,F,Philadelphia,174.16,Footwear,PayPal,Weekly,Y,1.4,6
CUST10340,38.0,Female,Boston,155.54,Sports,Cash,Quarterly,N,1.8,8
CUST10451,27.0,f,Austin,,Books,Debit Card,Weekly,YES,4.8,10
